528	1	43	180	1	3	4	3	3	3	3	3	3	4	3	4	3	4	4	4	4	3	3	1	4	3	3	4	4	5	5	5	5
529	0	20	20	1	5	5	4	4	4	3	3	4	4	4	4	4	4	3	3	3	3	3	1	3	3	3	3	3	4	4	4	4
531	1	33	170	0	5	5	5	5	5	4	4	3	4	5	5	4	4	4	4	4	4	4	1	5	5	5	5	5	5	5	5	5
540	0	63	35	0	4	4	4	4	4	4	2	3	3	4	4	4	3	4	4	3	3	3	1	3	3	3	3	3	5	5	5	5
549	0	39	70	1	5	5	3	3	4	4	4	3	3	4	4	3	2	4	4	4	4	4	1	4	3	4	4	4	5	3	1	3
554	0	62	90	1	5	4	2	3	2	3	3	3	3	4	4	2	2	2	2	2	2	4	1	3	3	3	3	3	4	4	4	4
565	1	59	250	1	3	4	4	3	4	4	1	2	4	3	4	4	3	3	3	1	2	4	1	4	3	4	4	4	5	4	1	2
566	0	34	120	1	4	3	2	4	3	1	3	3	3	3	4	3	4	3	1	3	3	3	1	2	2	2	4	4	2	3	2	3
569	1	36	90	1	4	4	3	3	3	5	4	4	4	4	4	4	3	2	4	3	3	4	1	4	4	4	.	1	1	1	1	1
578	0	25	30	1	5	5	3	2	2	3	3	2	2	4	5	3	3	3	3	4	3	4	1	3	3	3	3	3	3	4	4	3
599	0	53	80	1	4	4	4	4	4	3	3	3	3	4	4	4	3	3	4	4	4	4	1	3	3	3	3	3	5	5	5	5
600	0	64	30	1	3	4	4	3	3	3	3	3	3	4	4	3	3	3	3	3	4	4	1	4	3	3	4	4	.	.	.	.
608	1	61	180	1	3	3	3	4	3	3	3	3	3	4	4	3	3	3	2	3	2	3	1	4	2	3	4	2	1	1	1	1
615	0	37	70	1	5	5	4	3	3	2	4	4	4	4	5	4	3	3	2	3	4	5	1	3	2	2	2	2	4	4	4	4
625	1	68	50	1	4	4	4	2	2	2	3	3	3	4	4	4	3	4	4	4	4	2	1	4	2	2	2	2	2	2	4	2
629	1	62	75	1	3	3	4	4	4	4	4	4	4	4	4	3	4	4	3	4	4	4	1	4	4	4	4	4	4	4	4	4
636	1	.	.	1	4	4	3	4	4	3	4	3	3	4	4	4	4	4	3	4	3	4	1	4	3	4	4	4	4	4	4	4
639	1	42	65	1	4	4	3	2	2	2	3	4	4	4	4	3	3	3	3	3	3	3	1	2	2	3	2	3	2	2	3	2
640	0	82	10	0	2	5	4	3	4	4	4	3	4	.	.	4	4	3	4	4	3	3	1	4	2	4	4	4	4	4	4	4
641	0	46	80	1	5	5	4	3	4	5	4	4	3	4	4	4	4	4	4	3	4	4	1	4	3	4	4	4	4	4	4	3
642	1	56	50	1	4	4	4	2	2	4	4	4	4	4	4	4	3	3	4	4	4	4	1	4	2	2	4	4	4	4	4	4
650	0	38	110	1	4	4	3	3	2	1	3	3	3	2	4	3	3	2	2	3	3	3	1	3	4	4	4	4	4	4	3	4
654	0	61	95	1	3	4	4	3	4	3	2	2	2	.	.	4	3	3	3	2	2	3	1	3	2	3	3	3	2	3	4	2
658	0	77	.	1	4	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	3	1	4	4	4	4	4	4	4	4	4
660	0	60	.	1	5	5	.	.	.	.	.	.	.	5	5	3	3	4	3	3	.	4	1	4	.	.	.	.	.	.	.	.
666	0	53	40	1	5	5	4	4	3	2	4	3	3	4	5	4	4	4	4	4	3	4	1	5	1	1	5	5	5	5	5	5
667	1	60	55	1	5	5	4	4	4	4	3	3	3	4	5	4	3	4	4	3	4	4	1	3	3	3	3	5	5	5	5	5
672	0	61	20	1	4	4	4	4	4	4	2	2	2	4	5	4	4	4	4	4	4	4	1	3	3	3	3	4	4	3	3	3
675	0	48	.	1	3	4	4	4	4	4	3	3	4	3	4	2	2	2	3	2	2	4	1	4	3	3	4	4	4	4	4	4
677	0	54	170	1	3	5	2	1	1	1	3	3	4	4	5	4	2	2	2	3	3	3	1	3	3	3	3	4	4	3	3	3
678	0	66	35	1	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	1	4	3	3	4	4	4	4	4	3
694	0	35	120	0	5	5	4	4	4	4	4	4	4	2	4	2	2	2	1	4	4	4	1	4	4	4	4	4	4	4	4	3
704	0	54	30	1	5	5	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	1	4	3	3	4	4	4	4	4	4
705	1	48	65	1	5	5	4	4	4	4	4	3	5	5	5	4	4	4	4	4	4	4	1	4	3	4	5	5	4	4	4	4
710	1	51	50	0	2	2	2	2	1	1	3	3	3	4	3	2	1	1	1	2	3	3	1	1	1	1	2	1	2	1	2	3
711	1	50	100	0	5	4	4	3	3	4	3	3	3	4	4	3	2	2	3	3	3	3	1	4	3	4	3	3	2	3	4	2
712	0	37	40	1	4	5	4	2	2	4	4	3	4	4	4	2	2	4	4	4	4	4	1	3	2	3	3	5	5	4	5	5
714	1	57	25	1	4	4	4	4	4	4	2	2	4	4	4	.	.	.	.	3	3	4	1	4	2	3	4	4	4	4	4	4
719	1	57	200	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	1	5	3	3	5	5	5	5	5	5
721	1	75	20	0	3	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	3	3	1	4	4	4	3	4	4	4	4	3
724	1	33	100	1	3	4	3	3	2	3	.	.	.	4	4	4	3	3	2	3	3	4	1	3	2	3	3	3	4	3	4	3
726	1	42	110	0	4	4	2	2	2	2	3	3	3	1	5	1	1	1	2	3	3	3	1	3	2	2	2	2	3	3	3	3
727	0	53	130	1	5	5	4	2	4	4	4	3	4	5	5	3	2	2	2	3	3	3	1	1	1	1	1	4	1	2	3	3
738	1	59	85	1	5	5	4	4	4	4	4	2	2	4	4	3	2	2	4	4	4	4	1	4	2	2	4	4	4	4	4	4
743	1	65	30	0	5	5	5	4	4	4	4	4	4	5	5	4	3	3	4	4	5	5	1	4	3	3	3	3	4	4	4	4
748	1	54	130	1	3	4	4	3	3	4	4	3	3	4	4	4	3	3	4	3	3	3	1	.	.	.	.	.	4	4	4	5
749	0	73	80	1	2	.	3	3	3	3	3	3	3	2	4	4	3	3	3	3	3	3	1	3	3	3	3	4	4	3	3	4
757	1	38	90	1	5	5	4	4	4	4	3	3	3	5	5	2	4	3	3	4	2	3	1	4	3	4	4	4	4	4	4	4
759	1	49	250	1	3	3	4	2	1	2	3	3	3	4	4	4	2	2	2	4	2	3	1	4	4	4	3	3	4	4	4	4
762	1	50	55	1	3	4	3	4	4	4	4	3	4	4	4	3	3	3	3	3	4	4	1	4	2	2	4	3	2	3	4	2
775	0	45	150	1	5	4	4	4	4	4	3	3	4	4	4	2	2	2	2	3	3	3	1	1	1	4	4	4	3	3	3	3
778	0	28	55	1	5	4	3	2	2	2	3	2	2	5	5	4	4	4	3	4	4	4	1	4	3	4	4	4	4	4	4	4
779	0	63	25	1	4	4	4	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	1	4	2	3	5	5	3	5	4	3
784	1	41	150	1	4	4	4	4	4	4	4	3	3	4	4	4	3	3	3	3	2	3	1	4	2	2	3	4	3	3	4	2
790	0	55	75	1	5	5	4	4	4	4	4	3	4	4	5	4	4	4	4	4	4	4	1	2	2	2	4	4	3	4	4	3
801	0	44	50	1	5	4	2	3	3	2	3	3	3	4	4	3	3	3	2	3	3	3	1	3	3	3	3	4	3	3	3	3
804	0	50	.	1	5	4	4	4	3	4	4	4	4	4	5	4	4	4	4	4	4	4	1	4	3	3	4	4	4	4	4	4
817	0	28	120	1	5	5	4	4	4	4	2	2	2	4	4	3	4	4	3	3	4	3	1	4	1	3	4	4	5	5	5	5
820	0	27	70	0	3	4	3	4	3	4	3	3	3	4	5	4	4	4	4	3	3	4	1	4	2	4	4	4	2	3	4	2
826	0	86	40	1	4	4	4	5	4	5	3	1	3	4	4	4	3	4	3	.	.	.	1	2	2	3	3	3	2	3	3	3
828	1	49	120	1	4	4	3	3	4	3	4	2	4	5	5	2	2	2	2	3	3	4	1	1	1	1	1	4	1	1	1	1
834	0	27	.	1	5	5	4	4	4	4	3	3	4	5	5	4	4	4	3	4	4	4	1	3	2	3	4	4	4	4	5	5
839	1	38	110	1	4	4	4	4	4	4	3	4	4	3	4	4	3	4	4	4	4	4	1	3	3	3	3	3	4	4	4	4
842	0	43	75	1	5	5	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	1	4	4	4	3	4	4	4	4	4
848	1	49	.	1	4	4	3	3	2	4	3	3	3	3	3	3	3	4	2	3	3	4	1	2	3	2	3	2	2	3	2	3
850	0	42	40	1	4	4	4	4	3	3	5	4	4	4	5	3	1	2	4	4	4	4	1	4	3	4	4	4	5	5	3	4
851	0	62	100	1	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	1	4	3	4	4	4	2	3	2	2
852	0	46	75	1	5	5	3	3	3	3	4	3	4	4	5	4	3	3	3	4	4	4	1	3	2	3	4	4	4	4	4	4
872	1	20	110	1	3	5	3	3	3	3	.	.	.	4	4	4	3	3	3	3	4	4	1	3	3	3	3	4	3	4	4	3
888	1	63	40	1	5	5	4	3	3	4	3	3	3	4	4	4	4	4	4	3	3	3	1	4	3	4	4	4	4	3	3	3
889	1	.	150	1	4	4	4	3	4	4	3	3	4	5	5	4	3	3	4	3	3	4	1	4	4	4	4	4	4	4	4	4
891	1	58	225	1	3	4	4	4	4	3	3	3	3	4	5	4	3	3	3	4	2	2	1	2	2	2	2	4	3	3	4	2
893	1	50	140	1	5	4	.	.	.	.	.	.	.	4	4	3	4	4	3	3	2	3	1	4	4	4	3	4	3	3	3	2
896	0	64	45	1	5	5	4	4	4	4	2	2	2	4	4	4	4	4	4	4	3	3	1	4	3	3	3	5	5	5	5	5
902	0	85	35	1	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	1	4	.	4	4	4	4	4	4	4
903	0	47	85	1	4	5	4	4	4	4	4	4	4	4	5	4	4	4	5	4	4	4	1	4	3	4	4	4	5	5	4	5
907	1	80	25	0	5	5	4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	4	1	.	.	.	.	.	.	.	.	.
913	0	23	20	1	4	5	4	4	4	2	2	2	3	4	5	3	3	3	3	3	3	3	1	3	2	3	3	3	3	3	4	3
916	0	63	.	1	5	5	3	4	4	4	4	3	3	4	4	4	4	4	3	3	3	3	1	3	3	3	3	3	4	.	4	.
