97	0	64	90	0	4	5	4	3	3	3	3	3	4	4	5	4	4	4	4	3	4	4	1	3	3	3	5	5	5	5	5	5	2	2
100	0	43	100	1	.	.	4	4	4	4	4	4	4	4	4	3	3	3	3	4	4	4	.	.	.	.	.	.	.	.	.	.	.	.
101	0	54	120	1	4	4	3	2	2	2	2	3	3	4	4	4	4	4	4	2	4	2	0	.	.	.	.	.	.	.	.	.	1	1
102	1	60	55	1	4	4	3	3	3	2	4	3	4	3	4	3	4	4	3	3	2	3	.	4	2	2	4	3	2	3	3	2	.	.
103	0	24	110	1	5	5	2	3	3	3	3	3	3	5	5	5	5	4	4	5	5	5	0	.	.	.	.	.	.	.	.	.	1	1
106	0	19	50	1	4	4	3	4	3	3	4	3	3	3	4	3	4	3	3	4	3	3	1	4	3	4	3	4	4	4	4	4	4	4
108	1	67	65	0	.	.	3	4	4	2	3	4	4	4	3	4	2	3	3	3	3	3	1	2	3	2	3	3	4	4	4	4	3	4
109	1	76	20	0	4	5	3	3	3	3	4	3	4	5	5	4	4	4	3	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
110	0	44	130	1	3	4	.	.	.	.	.	.	.	3	4	4	4	4	3	4	4	4	1	3	3	3	4	3	4	3	3	3	3	3
112	0	46	90	1	5	5	3	4	4	3	3	3	3	4	4	3	2	2	2	3	3	3	1	2	2	2	3	3	3	3	4	3	3	3
114	1	50	30	1	5	5	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	1	5	4	4	5	5	4	5	5	5	2	2
116	0	54	50	0	5	5	4	4	3	3	.	.	.	4	4	3	3	3	2	2	3	3	1	3	2	2	2	1	1	2	2	1	3	3
118	0	55	70	0	4	4	3	4	2	2	3	4	4	4	4	4	3	3	2	4	4	4	1	.	.	.	.	.	4	4	4	4	.	4
119	0	46	70	1	4	4	4	3	2	4	4	4	4	4	5	4	3	3	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
122	1	49	85	1	5	5	3	.	4	2	.	.	.	5	4	4	4	4	3	3	3	3	.	.	.	.	.	.	.	.	.	.	.	.
124	0	91	10	1	4	5	3	3	4	3	3	3	4	4	5	4	4	4	3	4	4	4	1	4	3	4	4	4	4	4	4	4	4	4
125	1	73	45	1	4	4	3	4	4	4	3	3	3	4	4	4	4	4	3	4	4	4	1	3	3	3	4	4	4	3	4	4	3	4
127	0	70	30	1	5	5	4	5	5	5	4	2	4	4	4	4	4	4	4	4	4	4	1	3	3	3	4	3	4	4	4	4	3	4
128	1	50	80	1	5	5	3	3	3	3	4	3	4	4	4	3	3	3	2	3	3	3	0	3	3	4	4	4	4	4	4	4	1	1
130	1	71	25	0	4	5	3	3	3	4	3	3	4	4	4	4	3	3	4	.	3	4	0	.	.	.	.	.	3	4	4	3	1	1
131	0	52	80	1	5	5	4	4	4	4	3	3	3	4	4	4	4	4	4	3	3	3	.	4	1	4	4	1	2	1	1	1	.	.
133	1	38	10	1	3	4	4	4	4	.	2	2	3	4	4	4	2	2	3	3	3	4	0	4	3	3	4	4	4	4	3	4	1	1
137	0	18	20	1	4	4	2	4	2	3	3	3	3	5	5	3	3	3	4	4	4	4	1	3	3	3	3	4	5	5	5	5	3	2
139	0	41	90	1	4	5	4	4	4	2	4	4	4	3	4	4	3	3	4	4	4	4	1	5	2	4	4	5	3	4	4	3	2	4
140	1	47	120	1	5	5	4	4	4	4	4	4	4	4	5	4	3	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
141	1	47	25	0	4	5	3	3	4	3	3	4	4	4	4	3	3	4	3	4	4	5	0	.	.	.	.	.	4	4	4	4	1	1
143	1	79	25	1	5	5	4	3	4	3	3	3	4	4	4	4	3	4	3	3	3	4	0	.	.	.	.	.	.	.	.	.	1	1
144	1	50	80	1	5	5	4	3	4	4	.	.	.	4	4	4	4	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
145	0	64	.	1	4	4	3	3	3	2	3	3	4	4	4	3	3	3	2	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
146	0	36	70	1	5	5	3	3	2	3	3	3	3	4	1	3	3	3	3	3	3	3	1	4	3	3	3	4	4	4	4	4	3	4
147	0	44	70	1	4	4	3	3	3	3	3	3	3	2	4	3	3	3	3	3	3	4	0	.	.	.	.	.	.	.	.	.	1	1
148	0	31	40	0	5	5	4	4	4	4	3	3	3	5	5	4	3	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
152	0	48	250	1	4	4	4	4	4	4	3	4	4	4	4	4	3	3	3	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
154	1	53	95	0	4	4	4	3	3	2	3	3	3	3	4	3	3	2	3	.	.	.	0	.	.	.	.	.	.	.	.	.	1	1
161	1	32	170	1	4	5	4	3	3	4	3	3	3	.	.	4	4	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
162	0	22	60	1	4	4	4	3	3	2	2	2	2	4	4	4	2	2	2	3	3	4	0	.	.	.	.	.	.	.	.	.	1	1
163	1	57	75	0	4	4	4	4	4	4	2	2	2	4	4	3	3	3	4	2	1	2	0	4	2	2	2	2	2	2	4	2	1	1
164	1	68	30	1	5	5	4	4	4	4	4	4	4	5	4	4	4	4	4	5	5	5	0	4	2	4	4	4	5	5	5	5	1	1
166	1	59	20	1	4	4	3	4	4	4	3	3	3	3	4	4	4	4	4	3	3	3	0	3	3	4	4	4	4	3	4	3	1	1
167	0	60	80	1	4	4	4	3	3	4	4	4	4	3	4	4	3	3	4	4	4	4	1	3	3	3	3	3	4	4	4	4	3	4
168	0	47	75	1	4	4	4	4	4	4	4	3	3	4	5	3	3	4	3	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
170	0	59	160	1	3	4	3	3	4	3	3	3	3	3	4	3	3	3	.	3	3	4	0	3	3	3	3	4	3	4	4	3	1	1
171	1	59	60	1	.	.	4	3	4	4	3	4	4	3	4	4	3	4	4	4	4	4	0	4	3	4	4	4	5	4	4	5	1	1
176	1	77	85	1	4	5	4	4	4	4	3	3	3	4	5	4	3	4	4	3	3	3	0	4	3	3	3	3	3	4	3	3	1	1
177	1	76	55	1	5	5	4	3	3	3	3	2	2	4	4	3	3	3	3	3	3	2	0	.	.	.	.	.	.	.	.	.	1	1
178	0	63	.	1	5	5	3	3	3	3	3	3	.	5	5	3	3	3	.	.	.	.	0	2	2	2	3	4	4	4	3	3	1	1
179	0	82	55	1	.	.	4	4	4	4	.	.	.	4	4	3	3	3	4	4	4	4	1	4	3	3	3	3	4	4	4	4	3	4
180	1	72	65	1	4	4	4	3	3	4	3	3	3	4	4	4	3	3	4	3	3	3	1	3	2	2	4	4	4	4	4	4	3	4
182	1	42	55	1	4	4	3	4	4	3	3	3	4	4	4	3	3	3	3	4	4	4	1	3	3	3	3	3	4	4	4	4	3	4
183	0	41	160	1	4	4	3	4	3	2	4	3	3	5	5	4	4	4	4	4	4	4	0	4	3	4	4	4	4	5	5	5	1	1
184	0	55	30	1	5	5	3	.	3	3	3	3	2	5	5	3	3	3	3	3	1	3	.	4	2	1	1	1	3	3	2	2	.	.
185	1	53	130	0	5	5	3	4	4	4	3	3	3	4	5	4	4	3	4	4	4	4	1	3	3	3	3	3	3	3	3	3	3	3
189	1	45	110	1	4	4	3	3	3	3	3	3	4	3	4	3	2	2	4	3	3	4	1	3	3	3	4	4	3	4	5	3	3	4
190	1	71	50	0	5	5	4	4	4	3	3	4	5	5	5	3	5	5	3	2	3	3	1	5	3	5	5	5	5	5	5	5	2	2
191	1	65	70	1	4	4	4	3	4	4	4	3	4	4	4	3	3	3	3	3	3	3	0	.	.	.	4	4	4	4	4	4	1	1
192	1	65	150	0	5	5	4	4	4	5	3	4	4	5	5	4	4	4	4	4	4	4	1	.	.	.	.	.	5	5	5	5	.	2
193	1	59	130	1	2	4	3	2	2	2	4	4	4	4	4	4	2	2	4	3	2	3	0	.	.	.	.	.	.	.	.	.	1	1
194	0	54	120	0	5	5	3	4	4	3	3	3	4	4	5	4	4	4	3	4	4	4	0	4	4	4	4	4	5	5	4	5	1	1
195	1	56	80	1	4	5	4	2	3	3	3	3	3	4	4	3	3	3	3	4	3	4	0	3	3	4	4	3	4	4	3	4	1	1
196	1	75	40	1	3	3	3	3	4	4	4	4	4	4	4	3	3	3	4	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
199	0	48	250	1	5	5	4	4	4	4	5	4	4	5	5	4	4	4	4	4	4	4	1	5	4	5	5	5	4	4	4	4	2	4
200	1	55	50	1	5	5	3	3	4	4	3	4	4	5	5	3	3	3	3	3	2	2	.	2	2	2	2	4	5	5	3	5	.	.
202	0	59	20	1	4	4	4	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4	1	3	3	3	3	3	4	4	4	1	3	4
207	1	56	30	1	4	4	4	3	4	3	3	3	4	4	3	3	3	3	3	3	4	4	1	4	2	4	4	4	4	4	4	4	4	4
208	1	57	80	1	4	4	4	3	3	4	3	3	3	4	4	4	2	2	2	4	3	3	1	2	2	2	3	3	4	4	4	4	3	4
210	1	46	150	0	5	5	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
211	0	47	.	1	4	4	4	3	3	3	3	3	4	5	5	4	2	3	4	3	3	3	.	4	3	3	4	4	3	4	4	3	.	.
214	1	80	.	0	5	5	.	.	.	.	.	.	.	4	4	4	4	4	4	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
215	1	78	50	1	4	3	3	3	3	3	4	3	3	4	4	3	3	3	3	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
216	0	53	35	1	5	5	5	5	5	5	4	4	4	4	5	5	5	5	5	4	4	4	1	4	4	5	5	5	4	4	4	4	2	4
220	0	23	.	1	4	4	3	3	4	3	3	3	3	4	4	3	3	4	3	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
221	0	84	30	0	4	4	4	3	3	4	4	4	4	5	5	4	3	3	4	4	4	4	0	3	3	3	3	3	4	4	4	4	1	1
222	1	61	.	0	4	4	4	4	4	4	3	3	3	3	4	4	4	4	4	3	3	3	0	4	3	4	4	4	4	4	4	4	1	1
223	0	18	.	1	5	4	4	4	2	4	4	4	4	4	4	3	2	2	3	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
226	1	56	160	1	5	5	4	2	3	3	4	3	3	5	5	4	4	4	3	4	3	4	1	4	4	3	3	4	5	5	5	3	3	2
227	0	85	.	1	4	4	4	4	4	4	3	5	4	4	4	4	2	.	3	3	4	4	0	3	3	3	3	3	3	3	3	3	1	1
229	1	51	70	1	5	5	4	4	5	4	3	2	3	5	5	3	4	4	4	.	.	.	0	.	.	.	.	.	.	.	.	.	1	1
230	1	63	50	1	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	3	4	0	4	3	3	4	4	4	4	4	3	1	1
231	0	57	25	1	3	4	3	3	4	3	3	2	3	4	4	3	3	3	2	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
232	1	67	30	1	4	4	3	3	3	3	3	3	3	4	4	3	3	3	3	4	4	4	0	.	.	.	.	.	4	4	4	4	1	1
234	0	55	.	1	4	4	4	4	4	4	4	4	4	4	4	3	4	4	3	4	4	4	0	.	.	.	.	.	4	4	4	4	1	1
236	1	67	95	0	5	4	4	.	4	4	4	4	4	5	4	4	3	3	4	3	3	3	1	4	3	3	4	4	5	5	5	5	4	2
238	0	70	20	1	4	4	4	.	.	.	.	.	.	.	.	4	4	4	.	4	4	5	0	.	.	.	.	.	.	.	.	.	1	1
239	0	53	100	1	5	5	3	3	3	3	3	3	3	5	4	4	3	3	4	5	5	5	0	.	.	.	.	.	.	.	.	.	1	1
240	0	69	25	0	5	5	5	4	4	3	4	4	4	4	4	4	4	4	3	4	4	4	0	3	3	3	3	3	.	.	.	.	1	1
241	1	34	20	1	4	4	4	4	4	4	4	3	4	4	4	3	2	2	3	4	3	3	0	3	2	3	3	3	3	3	3	3	1	1
242	1	70	55	1	4	4	3	3	3	3	3	3	4	4	4	4	3	3	3	4	3	4	0	4	1	3	3	4	4	4	4	3	1	1
243	1	66	40	0	5	5	3	3	3	3	3	3	3	5	5	5	3	3	5	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
246	0	58	.	0	5	5	5	4	4	2	4	4	5	5	5	5	4	4	5	5	5	5	0	4	2	4	5	5	5	4	5	5	1	1
249	0	40	.	1	5	5	4	3	4	4	3	3	3	4	4	4	3	4	4	3	2	4	1	4	2	3	2	3	2	3	2	2	3	3
250	1	32	120	1	5	5	3	3	3	3	3	3	3	5	4	4	3	3	3	3	3	4	1	2	1	2	3	4	3	4	4	4	3	4
251	0	53	70	1	5	5	4	3	4	2	4	4	4	4	4	2	2	2	2	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
252	1	63	200	1	5	5	5	5	5	5	5	5	5	5	5	.	.	.	.	5	5	5	0	.	.	.	.	.	.	.	.	.	1	1
256	1	57	85	1	4	4	4	4	4	4	4	4	3	3	4	3	2	3	3	4	4	3	0	.	.	.	.	.	.	.	.	.	1	1
258	0	28	120	1	4	4	4	3	2	3	4	4	4	4	4	3	3	3	2	4	3	3	0	.	.	.	.	.	.	.	.	.	1	1
260	1	61	30	1	4	4	4	3	4	4	4	4	4	4	4	4	4	4	5	4	4	4	0	4	3	4	4	4	4	4	4	4	1	1
262	1	72	20	1	5	5	.	4	4	4	4	4	5	5	5	4	4	4	4	4	4	5	0	4	3	3	.	5	5	5	5	5	1	1
264	0	51	60	0	5	5	4	3	4	4	4	4	4	4	4	4	3	3	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
265	1	46	20	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	3	1	1
266	0	77	25	0	5	5	5	5	5	4	5	5	5	5	5	.	.	.	.	5	5	5	0	.	.	.	.	.	5	5	5	5	1	1
268	1	60	100	1	5	5	3	3	3	3	3	3	3	4	4	4	3	3	3	4	3	3	0	.	.	.	.	.	.	.	.	.	1	1
269	0	30	45	1	.	.	5	4	4	4	3	4	4	5	5	4	3	3	3	4	3	4	1	5	3	3	5	5	5	5	5	5	2	2
271	0	57	.	1	3	4	3	4	3	3	3	3	3	4	4	3	2	3	3	3	3	3	.	4	3	3	4	2	2	3	2	2	.	.
272	0	67	35	1	5	5	4	3	3	4	3	3	3	4	4	4	4	4	4	3	3	4	0	3	3	3	3	3	4	3	4	3	1	1
273	1	77	35	1	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	.	.	.	.	.	.	.	.	.	1	1
274	0	71	35	0	5	5	4	4	4	3	3	3	4	4	4	4	3	3	4	.	.	4	0	.	.	.	.	.	4	.	.	.	1	1
275	0	51	100	1	3	3	.	.	.	.	.	.	.	3	4	3	2	3	2	4	3	3	0	1	1	2	3	3	1	2	4	1	1	1
276	1	80	20	1	.	.	.	.	.	.	.	.	.	4	4	4	4	4	4	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
277	1	58	45	0	3	4	4	3	3	3	3	2	2	2	4	4	2	2	3	.	.	.	.	3	3	3	3	3	3	3	3	3	.	.
278	1	56	10	0	4	4	3	3	2	2	2	2	3	3	3	2	3	3	3	2	2	2	1	3	4	4	3	4	4	4	4	4	4	4
279	0	74	10	1	5	5	4	4	4	4	4	4	5	3	5	3	4	4	4	3	4	4	0	.	.	.	.	.	.	.	.	.	1	1
280	1	50	80	1	3	5	2	2	2	2	1	3	3	3	3	2	1	1	2	2	3	3	1	2	1	1	2	1	1	1	1	1	3	3
281	1	45	90	1	4	4	4	3	4	4	4	3	4	4	4	3	4	4	3	4	3	4	1	4	3	3	4	4	3	2	4	2	4	3
282	0	26	100	1	5	5	4	4	4	4	3	2	3	5	5	4	2	3	3	3	4	4	0	.	.	.	.	.	.	.	.	.	1	1
284	1	48	80	1	4	4	4	4	4	4	4	4	5	3	4	4	4	4	4	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
285	0	65	25	1	5	5	4	4	4	4	4	4	3	5	5	5	4	4	4	4	5	4	0	.	.	.	.	.	.	.	.	.	1	1
287	0	52	50	0	4	4	3	3	3	3	2	3	3	4	4	4	4	4	3	3	4	4	0	3	3	3	3	3	3	4	3	3	1	1
290	0	38	65	0	5	5	.	.	.	.	.	.	.	3	5	4	3	4	4	3	4	4	.	.	.	.	.	.	3	4	4	2	.	.
291	1	45	160	1	5	5	3	3	3	3	3	2	2	5	4	2	2	2	3	4	3	3	0	.	.	.	.	.	.	.	.	.	1	1
293	0	47	85	0	4	4	3	3	3	4	1	1	1	4	4	4	4	4	4	3	3	3	0	4	2	3	4	5	4	4	4	4	1	1
294	1	70	30	1	4	4	2	4	4	2	4	4	3	4	4	3	2	3	2	4	3	3	0	4	2	2	4	4	4	4	4	4	1	1
296	1	.	.	1	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	4	4	1	4	4	4	4	4	4	4	4	4	4	4
297	1	60	90	1	3	4	3	3	3	3	.	.	.	3	4	4	3	3	3	4	3	4	0	.	.	.	.	.	.	.	.	.	1	1
298	1	56	80	1	4	4	3	3	3	4	3	3	3	4	5	3	4	4	4	3	3	3	1	3	3	3	3	3	2	3	2	3	3	3
299	0	53	120	1	5	5	4	3	3	4	4	4	4	5	5	4	4	3	4	4	4	4	1	4	3	3	3	4	5	5	5	5	3	2
301	0	42	.	1	4	4	2	2	2	2	4	3	3	4	4	3	4	4	2	3	3	4	1	4	4	4	4	4	4	4	4	3	4	4
302	0	45	90	1	5	5	4	3	3	3	3	3	4	4	4	3	3	3	3	3	3	3	1	.	.	.	.	.	.	.	.	.	.	.
304	1	50	85	0	4	4	4	4	4	3	3	3	3	2	4	4	3	3	3	4	4	4	1	4	4	2	4	.	1	2	4	2	4	3
306	0	49	30	0	2	5	4	4	4	4	5	5	5	2	4	3	3	3	4	4	4	4	0	4	3	3	4	4	4	4	4	4	1	1
308	0	45	80	1	5	5	4	4	3	3	3	4	4	4	5	4	4	4	3	3	3	3	0	.	.	.	.	.	.	.	.	.	1	1
310	1	43	100	1	4	4	3	3	3	3	2	2	3	2	3	3	3	3	3	3	3	3	1	3	2	3	3	3	3	3	3	3	3	3
313	1	52	50	1	1	4	2	2	2	2	3	2	2	4	5	4	4	4	4	3	3	3	1	4	3	3	4	3	3	3	4	3	3	3
315	1	57	120	1	4	4	2	2	3	2	3	3	3	4	4	2	4	4	2	2	2	3	1	3	3	3	3	3	3	3	4	3	3	3
317	0	64	5	1	5	5	5	5	5	3	4	1	3	5	5	4	4	4	2	4	3	3	0	.	.	.	.	.	.	.	.	.	1	1
